"UQNO","Q13GENDER","Q14AGE","Q15POPULATION","Q16MARITALSTATUS","Q24APDWRK","Education_Status","Province","Geo_type_code"
297105260000012800,1,2,1,5,NA,1,2,2
297105260000015616,2,50,1,3,2,4,2,2
297105260000015616,2,35,1,5,2,4,2,2
297105260000015616,1,14,1,5,NA,4,2,2
297105260000015616,1,13,1,5,NA,3,2,2
297105260000015616,2,11,1,5,NA,2,2,2
297105260000015616,1,10,1,5,NA,2,2,2
297105260000015616,2,7,1,5,NA,2,2,2
297105260000015616,1,2,1,5,NA,1,2,2
297105260000015616,1,2,1,5,NA,1,2,2
297105260000015616,2,28,1,5,2,4,2,2
297105450000003328,2,25,1,5,2,5,2,2
297105450000003328,2,6,1,5,NA,1,2,2
297105450000003328,1,3,1,5,NA,1,2,2
297105450000005312,2,62,1,3,2,3,2,2
297105450000005312,2,35,1,4,2,4,2,2
297105450000005312,2,18,1,5,2,4,2,2
297105450000005312,2,12,1,5,NA,2,2,2
297105450000007296,2,44,1,1,2,6,2,2
297105450000007296,2,19,1,5,2,4,2,2
297105450000007296,1,13,1,5,NA,2,2,2
297105450000007296,2,3,1,5,NA,1,2,2
297105450000011328,2,43,1,5,2,2,2,2
297105450000011328,1,21,1,5,2,4,2,2
297105450000011328,2,13,1,5,NA,2,2,2
297105450000011328,2,8,1,5,NA,2,2,2
297105450000013312,1,72,1,1,2,2,2,2
297105450000013312,2,61,1,1,2,2,2,2
297105450000013312,2,12,1,5,NA,2,2,2
297105450000017280,2,30,1,1,2,4,2,2
297105450000017280,1,13,1,5,NA,2,2,2
297105450000017280,2,10,1,5,NA,2,2,2
297105450000017280,2,5,1,5,NA,1,2,2
297105450000017280,1,4,1,5,NA,1,2,2
297105450000019328,1,54,1,1,2,5,2,2
297105450000019328,2,39,1,1,2,4,2,2
297105450000019328,2,14,1,5,NA,3,2,2
297105450000019328,1,9,1,5,NA,2,2,2
297105590000001984,2,44,1,1,2,3,2,2
297105590000001984,1,20,1,5,2,5,2,2
297105590000001984,2,18,1,5,2,4,2,2
297105590000001984,2,8,1,5,NA,2,2,2
297105590000001984,2,7,1,5,NA,2,2,2
297105590000005312,2,69,1,5,2,4,2,2
297105590000008576,1,60,1,1,2,2,2,2
297105590000008576,2,56,1,1,2,2,2,2
297105590000008576,2,23,1,5,2,5,2,2
297105590000008576,1,14,1,5,NA,3,2,2
297105590000011904,1,59,1,1,2,2,2,2
297105590000011904,2,53,1,1,1,5,2,2
297105590000011904,2,27,1,5,2,5,2,2
297105590000011904,1,4,1,5,NA,1,2,2
297105590000015232,2,83,1,3,2,2,2,2
297105590000015232,2,19,1,5,2,5,2,2
297105590000015232,2,18,1,5,2,4,2,2
297105590000018496,2,31,1,5,2,5,2,2
297105590000018496,1,31,1,5,2,2,2,2
297105590000018496,1,24,1,5,2,4,2,2
298100320000006016,2,64,1,3,2,2,2,2
298100320000006016,2,22,1,5,2,4,2,2
298100320000006016,2,0,1,5,NA,1,2,2
298100320000009984,2,60,1,3,2,3,2,2
298100320000009984,2,25,1,5,2,4,2,2
298100320000009984,2,12,1,5,NA,2,2,2
298100320000009984,2,6,1,5,NA,2,2,2
298100320000009984,1,1,1,5,NA,1,2,2
298100320000017984,2,55,1,5,1,1,2,2
298100510000006208,2,62,1,3,2,3,2,2
298100510000006208,1,36,1,5,2,4,2,2
298100510000006208,1,27,1,5,2,4,2,2
298100510000006208,1,22,1,5,2,4,2,2
298100510000006208,2,10,1,5,NA,2,2,2
298100510000006208,2,8,1,5,NA,2,2,2
298100510000011008,2,45,1,1,1,5,2,2
298100510000011008,1,48,1,5,2,4,2,2
298100510000018176,1,68,1,1,2,1,2,2
298100510000018176,2,49,1,1,2,3,2,2
298100510000018176,1,19,1,5,2,4,2,2
298100510000018176,1,14,1,5,NA,2,2,2
298100510000018176,1,12,1,5,NA,2,2,2
298100510000018176,2,8,1,5,NA,2,2,2
298100710000003328,2,45,1,1,2,4,2,2
298100710000003328,2,13,1,5,NA,3,2,2
298100710000003328,2,13,1,5,NA,3,2,2
298100710000003328,1,11,1,5,NA,2,2,2
298100710000005184,1,65,1,1,2,3,2,2
298100710000005184,2,65,1,1,2,6,2,2
298100710000005184,2,40,1,5,2,6,2,2
298100710000005184,1,10,1,5,NA,2,2,2
298100710000005184,2,8,1,5,NA,2,2,2
298100710000007104,1,65,1,1,2,3,2,2
298100710000007104,2,52,1,1,2,4,2,2
298100710000007104,1,25,1,5,2,4,2,2
298100710000009024,1,25,1,5,1,5,2,2
298100710000009024,1,27,1,5,1,4,2,2
298100710000010880,2,28,1,5,2,2,2,2
298100710000012800,2,82,1,3,2,1,2,2
298100710000012800,2,59,1,3,1,3,2,2
298100710000012800,1,38,1,5,2,2,2,2
298100710000012800,2,29,1,5,2,4,2,2
298100710000012800,1,10,1,5,NA,2,2,2
298100710000012800,1,9,1,5,NA,2,2,2
298100710000012800,2,5,1,5,NA,1,2,2
298100710000012800,1,3,1,5,NA,1,2,2
2.9810118e+17,1,57,1,1,2,3,2,2
2.9810118e+17,2,56,1,1,2,2,2,2
2.9810118e+17,1,16,1,5,2,4,2,2
298101180000004288,2,88,1,3,2,1,2,2
298101180000004288,2,45,1,1,2,2,2,2
298101180000004288,2,15,1,5,2,4,2,2
298101180000004288,1,13,1,5,NA,3,2,2
298101180000004288,2,8,1,5,NA,2,2,2
298101180000004288,2,7,1,5,NA,2,2,2
298101180000008192,1,52,1,1,2,2,2,2
298101180000008192,2,45,1,1,2,4,2,2
298101180000008192,2,21,1,5,2,4,2,2
298101180000008192,1,18,1,5,2,2,2,2
298101180000008192,2,17,1,5,2,4,2,2
298101180000008192,2,13,1,5,NA,3,2,2
298101180000008192,1,11,1,5,NA,2,2,2
298101180000008192,1,5,1,5,NA,1,2,2
298101180000010816,2,84,1,3,2,4,2,2
298101180000010816,2,41,1,1,2,4,2,2
298101180000010816,2,13,1,5,NA,3,2,2
298101180000010816,1,11,1,5,NA,2,2,2
298101180000010816,2,9,1,5,NA,2,2,2
298101180000012096,1,94,1,3,2,1,2,2
298101180000012096,2,59,1,3,2,3,2,2
298101180000012096,2,12,1,5,NA,2,2,2
298102010000001408,2,35,1,5,2,4,2,2
298102010000001408,1,12,1,5,NA,2,2,2
298102010000001408,1,19,1,5,2,4,2,2
298102010000001408,2,21,1,5,2,4,2,2
298102010000003072,1,68,1,1,2,3,2,2
298102010000003072,2,62,1,1,2,2,2,2
298102010000003072,1,29,1,5,2,4,2,2
298102010000004800,2,62,1,4,2,3,2,2
298102010000004800,2,7,1,5,NA,2,2,2
298102010000004800,1,2,1,5,NA,1,2,2
298102010000004800,2,24,1,5,2,4,2,2
298102010000006528,1,83,1,3,2,1,2,2
298102010000006528,1,16,1,5,2,4,2,2
298102010000006528,1,14,1,5,NA,2,2,2
298102010000006528,1,3,1,5,NA,1,2,2
298102010000009920,2,62,1,3,2,3,2,2
298102010000009920,1,28,1,5,2,4,2,2
298102010000009920,2,14,1,5,NA,2,2,2
298102010000009920,1,12,1,5,NA,2,2,2
298102170000002304,2,38,1,1,2,4,2,2
298102170000002304,2,14,1,5,NA,2,2,2
298102170000002304,1,8,1,5,NA,2,2,2
298102170000003072,2,53,1,3,2,4,2,2
298102170000003072,1,27,1,5,2,4,2,2
298102170000003072,2,22,1,5,2,5,2,2
298102170000003072,2,0,1,5,NA,1,2,2
298102170000004672,2,65,1,3,2,2,2,2
298102170000004672,1,16,1,5,2,4,2,2
298102170000004672,2,16,1,5,2,4,2,2
298102170000004672,2,15,1,5,2,4,2,2
298102170000004672,1,13,1,5,NA,2,2,2
298102170000004672,2,12,1,5,NA,2,2,2
298102170000004672,1,9,1,5,NA,2,2,2
298102170000005504,1,60,1,1,2,3,2,2
298102170000005504,1,21,1,5,2,5,2,2
298102170000005504,1,14,1,5,NA,3,2,2
298102170000005504,2,13,1,5,NA,2,2,2
298102170000005504,1,11,1,5,NA,2,2,2
298102170000005504,2,9,1,5,NA,2,2,2
298102170000007872,1,84,1,1,2,2,2,2
298102170000007872,2,77,1,1,2,2,2,2
298102660000001920,1,55,1,5,2,4,2,2
298102660000001920,1,17,1,5,2,4,2,2
298102660000007296,1,29,1,5,2,6,2,2
298102660000007296,1,18,1,5,2,5,2,2
298102660000018112,2,61,1,3,2,4,2,2
298102660000018112,2,27,1,5,2,4,2,2
298102660000018112,2,18,1,5,2,4,2,2
298102660000018112,1,11,1,5,NA,2,2,2
298102660000018112,1,6,1,5,NA,2,2,2
298102660000018112,1,6,1,5,NA,2,2,2
298102660000018112,1,3,1,5,NA,1,2,2
298102660000018112,1,2,1,5,NA,1,2,2
298102710000005632,1,31,1,5,1,4,2,2
298102710000007616,2,56,1,5,2,4,2,2
298102710000007616,2,16,1,5,2,4,2,2
298102710000007616,2,14,1,5,NA,3,2,2
298102710000009600,2,43,1,5,2,4,2,2
298102710000009600,2,15,1,5,2,4,2,2
298102710000009600,1,12,1,5,NA,2,2,2
298102710000009600,1,10,1,5,NA,2,2,2
298102710000009600,2,6,1,5,NA,2,2,2
298102710000009600,1,2,1,5,NA,1,2,2
298102710000009600,2,24,1,5,2,5,2,2
298102710000011584,1,72,1,1,2,4,2,2
298102710000011584,2,67,1,1,2,2,2,2
298102710000011584,2,34,1,5,2,4,2,2
298102710000011584,1,25,1,5,2,4,2,2
298102710000011584,2,1,1,5,NA,1,2,2
299100100000003200,1,48,4,1,1,6,2,1
299100100000003200,2,39,4,1,1,5,2,1
299100100000003200,1,14,4,5,NA,3,2,1
299100100000003200,1,9,4,5,NA,2,2,1
299100100000006784,1,49,4,1,1,6,2,1
299100100000006784,2,71,4,3,2,5,2,1
299100100000006784,2,47,4,1,2,6,2,1
299100100000006784,1,16,4,5,2,4,2,1
299100100000006784,2,11,4,5,NA,2,2,1
299100100000010432,1,59,4,1,2,5,2,1
299100100000010432,2,60,4,1,1,5,2,1
299100180000006592,1,52,4,1,1,5,2,1
299100180000006592,2,48,4,1,1,5,2,1
299100460000003328,1,34,3,1,2,5,2,1
299100460000003328,2,28,3,1,2,5,2,1
299100460000003328,1,0,3,5,NA,1,2,1
299100460000010880,1,65,4,4,2,6,2,1
299100460000022272,2,66,1,3,2,6,2,1
299100980000010432,1,74,4,1,2,3,2,1
299100980000010432,2,77,4,1,2,2,2,1
299100980000016320,1,58,4,1,1,4,2,1
299100980000016320,2,56,4,1,2,4,2,1
299101720000013824,1,67,4,1,2,6,2,1
299101720000013824,2,65,4,1,1,6,2,1
2.9910224e+17,1,77,4,1,2,4,2,1
2.9910224e+17,2,73,4,1,2,4,2,1
299102240000002176,2,57,4,1,2,5,2,1
299102240000006208,2,46,2,4,1,4,2,1
299102240000006208,1,29,2,5,1,4,2,1
299102240000006208,1,17,2,5,2,4,2,1
299102240000006208,2,14,2,5,NA,4,2,1
299102300000007104,2,65,2,5,2,2,2,1
299102300000007104,2,58,2,5,2,5,2,1
299102300000007104,2,31,2,5,2,7,2,1
299102300000007104,2,39,2,5,1,5,2,1
299102300000007104,1,18,2,5,2,4,2,1
299102300000007104,2,4,2,5,NA,1,2,1
299102300000010112,1,44,2,5,2,4,2,1
2.9910276006e+17,2,40,1,5,2,4,2,1
299102760060001088,2,39,1,5,1,4,2,1
299102760060001088,2,7,1,5,NA,2,2,1
299102760060001088,2,3,1,5,NA,1,2,1
299102760060001408,2,35,1,3,1,5,2,1
299102760060001408,1,7,1,5,NA,2,2,1
299102760060001408,2,0,1,5,NA,1,2,1
299102760060003520,1,45,1,1,1,2,2,1
299102760060003520,2,43,1,1,2,3,2,1
299102760060003520,2,17,1,5,2,7,2,1
299102760060003520,2,15,1,5,2,4,2,1
299102840000003776,1,37,1,5,1,5,2,1
299102840000003776,1,26,1,5,2,4,2,1
299102840000005888,2,63,1,5,2,4,2,1
299102840000008000,1,34,1,2,2,5,2,1
299102840000008000,2,31,1,2,1,5,2,1
299102840000010112,1,61,1,1,2,2,2,1
299102840000010112,2,54,1,1,2,3,2,1
299102840000010112,1,27,1,5,2,4,2,1
299102840000010112,1,24,1,5,1,4,2,1
299102840000010112,2,21,1,5,2,2,2,1
299102840000010112,1,16,1,5,2,4,2,1
299102840000010112,1,11,1,5,NA,2,2,1
299102840000012224,1,40,1,5,1,2,2,1
299102840000012224,1,22,1,5,1,4,2,1
299102840000012224,2,36,1,2,1,4,2,1
299102840000012224,1,41,1,2,1,4,2,1
299102840000012224,2,35,1,5,1,4,2,1
299102840000014272,1,23,1,5,1,4,2,1
2.9910303e+17,2,66,4,3,2,5,2,1
2.9910303e+17,1,40,4,5,1,4,2,1
299103030000003584,1,46,4,1,1,5,2,1
299103030000003584,2,47,4,1,1,5,2,1
299103030000003584,1,20,4,5,1,5,2,1
299103030000010624,1,71,4,1,2,4,2,1
299103030000010624,2,67,4,1,2,4,2,1
299103170000001728,1,33,3,1,2,5,2,1
299103170000001728,2,29,3,1,2,5,2,1
299103170000001728,2,5,3,5,NA,1,2,1
299103170000001728,2,3,3,5,NA,1,2,1
299103170000001728,2,0,3,5,NA,1,2,1
299103170000006912,2,38,1,5,1,5,2,1
299103170000006912,2,10,1,5,NA,2,2,1
299103170000009472,1,24,1,5,2,5,2,1
299103170000012096,1,27,1,2,1,6,2,1
299103170000012096,2,25,1,2,1,6,2,1
299103170000014720,1,34,1,5,2,6,2,1
299103270000002304,1,78,4,4,2,5,2,1
299103270000009600,2,21,1,5,2,5,2,1
299104030000005632,1,59,2,1,1,5,2,1
299104030000005632,2,57,2,1,1,6,2,1
299104030000005632,1,24,2,5,1,5,2,1
299104030000005632,1,19,2,5,2,5,2,1
299104030000005632,1,34,2,1,1,6,2,1
299104030000005632,2,37,2,1,1,6,2,1
299104030000005632,1,3,2,5,NA,1,2,1
299104030000005632,2,6,2,5,NA,1,2,1
299104030000005632,2,1,2,5,NA,1,2,1
299104030000007488,1,40,4,1,1,5,2,1
299104030000007488,2,41,4,1,1,6,2,1
299104030000007488,1,8,4,5,NA,2,2,1
299104030000007488,2,32,1,5,1,6,2,1
299104030000009408,1,77,3,1,2,5,2,1
299104030000009408,2,75,4,1,2,4,2,1
299104030000009408,1,46,4,4,2,4,2,1
299104080000008128,1,65,2,1,2,3,2,1
299104080000008128,2,66,2,1,2,4,2,1
299104080000008128,2,29,2,5,1,4,2,1
299104080000008128,2,11,2,5,NA,2,2,1
299104080000017408,2,39,2,1,2,4,2,1
299104080000017408,1,35,2,1,1,6,2,1
299104080000017408,2,20,2,5,2,4,2,1
299104080000017408,2,18,2,5,2,4,2,1
299104080000020480,1,55,2,1,2,4,2,1
299104080000020480,2,53,2,1,2,6,2,1
299104080000020480,1,35,4,1,1,5,2,1
299104080000020480,2,29,2,1,2,5,2,1
299104080000020480,1,11,4,5,NA,2,2,1
299104080000020480,2,9,2,5,NA,2,2,1
299104080000020480,1,5,4,5,NA,1,2,1
299104080000023616,1,68,2,1,2,3,2,1
299104080000023616,2,72,2,1,2,4,2,1
299104080000023616,1,25,2,5,1,4,2,1
299104150000001472,2,57,2,3,2,2,2,1
299104150000003712,1,67,2,1,2,3,2,1
299104150000003712,2,62,2,1,1,3,2,1
299104150000003712,1,27,2,5,1,5,2,1
299104150000008128,1,44,2,4,2,6,2,1
299104150000012480,1,46,2,1,1,5,2,1
299104150000012480,2,42,2,1,1,5,2,1
299104150000012480,1,18,2,5,1,5,2,1
299104150000012480,2,8,2,5,NA,2,2,1
299104150000014720,2,56,2,3,1,5,2,1
299104150000014720,1,31,2,5,1,5,2,1
299104150000014720,2,22,2,5,2,5,2,1
299104150000014720,2,22,2,5,2,5,2,1
299104210000001728,2,60,2,3,2,4,2,1
299104210000001728,1,39,2,5,1,4,2,1
299104210000001728,1,33,2,2,1,4,2,1
299104210000001728,2,27,2,2,1,6,2,1
299104210000003520,2,76,2,3,2,4,2,1
299104210000003520,1,48,2,5,2,4,2,1
299104210000003520,1,59,2,1,1,4,2,1
299104210000003520,2,56,2,1,2,4,2,1
299104210000003520,1,60,2,1,2,4,2,1
299104210000003520,2,54,2,1,2,4,2,1
299104210000005312,2,30,2,2,2,4,2,1
299104210000005312,2,16,2,5,2,4,2,1
299104210000005312,1,9,2,5,NA,2,2,1
299104210000005312,1,4,2,5,NA,1,2,1
299104210000005312,1,36,2,2,1,4,2,1
299104210000005312,2,33,2,5,2,4,2,1
299104210000005312,2,0,2,5,NA,1,2,1
299104210000008896,1,51,2,1,1,6,2,1
299104210000008896,2,50,2,1,2,5,2,1
299104210000012480,1,46,2,1,2,4,2,1
299104210000012480,1,71,2,1,2,4,2,1
299104210000012480,2,69,2,1,2,4,2,1
299104210000012480,2,45,2,1,1,6,2,1
299104210000012480,1,20,2,5,2,4,2,1
299104210000012480,1,17,2,5,2,4,2,1
299104210000012480,2,16,2,5,2,4,2,1
299105160000002688,2,56,2,4,1,6,2,1
299105160000002688,2,27,2,5,1,5,2,1
299105160000002688,2,15,2,5,2,4,2,1
299105160000002688,1,10,2,5,NA,2,2,1
299105160000002688,2,6,2,5,NA,1,2,1
299105160000011072,2,77,4,3,2,5,2,1
299105160000013888,1,80,4,1,2,5,2,1
299105160000013888,2,74,4,1,2,5,2,1
299105160000016704,2,47,2,5,1,6,2,1
299105390000006208,1,51,4,1,1,4,2,1
299105390000006208,2,43,4,1,2,5,2,1
299105390000006208,2,65,4,3,2,4,2,1
299105390000006208,1,36,4,5,2,7,2,1
299105390000011200,1,59,4,1,1,5,2,1
299105390000011200,2,59,4,1,1,5,2,1
299105390000011200,1,30,1,4,1,5,2,1
299105390000013696,1,44,2,1,2,6,2,1
299105390000013696,2,46,2,1,2,5,2,1
299105390000013696,2,20,2,5,2,5,2,1
299105390000013696,2,15,2,5,2,4,2,1
299105510000000896,1,65,4,1,2,6,2,1
299105510000000896,2,63,4,1,2,4,2,1
299105510000008128,1,62,4,1,2,5,2,1
299105510000008128,2,62,4,1,1,5,2,1
299105690000009728,1,35,1,5,2,4,2,1
299105690000011712,2,38,1,5,2,4,2,1
299105690000011712,2,17,1,5,2,5,2,1
299105690000011712,2,8,1,5,NA,2,2,1
299105780000002496,1,28,4,5,2,5,2,1
299105780000006080,2,56,1,4,1,6,2,1
299105780000006080,2,19,2,5,2,4,2,1
299105780000006080,1,7,1,5,NA,2,2,1
299105780000009728,1,49,2,1,1,6,2,1
299105780000009728,2,46,2,1,2,4,2,1
299105780000009728,2,29,2,5,1,5,2,1
299105780000009728,2,21,2,5,2,5,2,1
299105780000009728,1,17,2,5,2,4,2,1
299105780000009728,2,12,2,5,NA,2,2,1
299105780000020480,1,40,2,5,2,4,2,1
299105780000020480,2,48,2,5,1,5,2,1
2.9910592e+17,1,35,3,1,2,5,2,1
2.9910592e+17,2,30,3,5,2,5,2,1
2.9910592e+17,1,5,3,5,NA,1,2,1
2.9910592e+17,1,37,3,5,1,4,2,1
299105920000005696,2,48,3,5,2,5,2,1
299105920000005696,2,25,3,5,2,5,2,1
299105920000005696,2,14,3,5,NA,4,2,1
299105920000005696,2,13,3,5,NA,4,2,1
299105920000005696,2,8,3,5,NA,2,2,1
299105920000005696,2,2,3,5,NA,1,2,1
299105920000014720,1,52,2,1,1,5,2,1
299105920000014720,2,53,2,1,1,4,2,1
299105920000014720,1,25,2,5,2,4,2,1
299106040000000896,1,76,2,3,2,2,2,1
299106040000002688,1,50,2,1,1,4,2,1
299106040000002688,2,42,2,1,2,5,2,1
299106040000008128,2,43,2,4,1,5,2,1
299106040000008128,2,82,2,5,2,1,2,1
299106040000008128,1,39,2,5,2,4,2,1
299106040000008128,1,25,2,5,1,5,2,1
299106040000008128,1,13,2,5,NA,3,2,1
299106040000008128,1,6,2,5,NA,1,2,1
299106040000009920,1,43,2,1,1,5,2,1
299106040000009920,2,39,2,1,1,5,2,1
299106040000009920,2,3,2,5,NA,1,2,1
299106040000011712,1,52,2,4,1,6,2,1
299106040000011712,1,22,2,5,2,5,2,1
299106040000011712,2,72,2,3,2,1,2,1
299106250000005696,2,61,2,3,2,4,2,1
299106250000013696,2,46,2,1,1,4,2,1
299106250000013696,1,59,2,1,1,4,2,1
299106250000013696,1,17,2,5,2,4,2,1
299106250000013696,1,14,2,5,NA,4,2,1
299106250000015680,1,49,2,1,1,4,2,1
299106250000015680,2,50,2,1,2,4,2,1
299106250000015680,2,22,2,5,2,5,2,1
299106250000015680,1,26,2,5,2,6,2,1
299106630000012480,1,51,1,1,1,4,2,1
299106630000012480,2,46,1,1,1,4,2,1
299106630000012480,2,13,1,5,NA,2,2,1
299106840000004032,1,45,4,1,1,6,2,1
299106840000004032,2,40,4,1,1,6,2,1
299106840000006272,2,67,4,4,1,6,2,1
299106840000006272,2,36,4,5,2,6,2,1
299106840000008576,1,59,4,1,2,5,2,1
299106840000008576,2,62,4,1,2,4,2,1
299106840000010880,1,59,2,1,2,6,2,1
299106840000010880,2,56,2,1,2,6,2,1
299106840000013184,1,47,4,1,1,5,2,1
299106840000013184,2,42,4,1,1,5,2,1
299106840000013184,1,11,4,5,NA,2,2,1
299107020000004800,2,79,4,3,2,4,2,1
2.9910718e+17,1,67,4,1,2,5,2,1
2.9910718e+17,2,60,4,1,1,6,2,1
299107180000002624,1,68,4,1,2,6,2,1
299107180000002624,2,65,4,1,2,6,2,1
299107180000004800,1,55,4,4,2,5,2,1
299107180000006976,1,73,4,1,2,6,2,1
299107180000006976,2,71,4,1,2,5,2,1
299107180000009216,1,69,4,1,2,5,2,1
299107180000009216,2,68,4,1,2,5,2,1
299107180000013632,1,82,3,1,2,5,2,1
299107180000013632,2,87,3,1,2,4,2,1
299107180000017984,1,52,4,1,2,6,2,1
299107180000017984,2,53,4,1,2,6,2,1
299107180000017984,2,22,4,5,2,5,2,1
299107180000017984,1,18,4,5,2,4,2,1
299107510000004224,2,64,1,3,2,4,2,1
299107510000004224,2,36,1,5,1,6,2,1
299107510000004224,2,8,1,5,NA,2,2,1
299107510000004224,1,2,1,5,NA,1,2,1
299107510000011008,1,53,4,1,1,6,2,1
299107510000011008,2,50,4,1,1,6,2,1
299107510000011008,1,21,4,5,2,5,2,1
299107510000011008,1,19,4,5,2,4,2,1
299107510000017792,1,44,4,1,1,2,2,1
299107510000017792,2,42,4,1,2,5,2,1
299107510000017792,1,18,4,5,2,4,2,1
299107510000017792,2,14,4,5,NA,4,2,1
299107510000021184,1,50,4,1,1,5,2,1
299107510000021184,2,54,4,1,2,5,2,1
299107510000021184,2,21,4,5,1,5,2,1
299107510000021184,2,29,4,5,2,4,2,1
299108220000018432,1,57,4,1,2,4,2,1
299108220000018432,2,56,4,1,2,4,2,1
299108280000000704,1,58,1,1,1,5,2,1
299108280000000704,2,44,1,1,1,5,2,1
299108280000000704,2,29,1,5,2,5,2,1
299108280000000704,1,12,1,5,NA,2,2,1
299108280000004096,1,65,2,2,2,5,2,1
299108280000004096,2,66,2,2,2,4,2,1
299108280000004096,2,71,2,3,2,2,2,1
299108280000004096,2,30,2,5,2,6,2,1
299108280000007488,1,48,4,1,2,4,2,1
299108280000007488,2,49,4,1,2,5,2,1
299108280000007488,2,23,4,5,1,5,2,1
299108280000010880,1,66,4,1,2,4,2,1
299108280000010880,2,62,4,1,2,4,2,1
299108280000012608,1,44,4,1,1,5,2,1
299108280000012608,2,41,4,1,1,5,2,1
299108280000012608,1,20,4,5,2,5,2,1
299108280000012608,2,16,4,5,2,4,2,1
299108280000014272,1,50,1,1,2,5,2,1
299108280000014272,2,41,1,1,1,6,2,1
299108280000014272,2,20,1,5,2,5,2,1
299108280000014272,2,18,1,5,2,5,2,1
299108720000001728,1,70,1,3,2,4,2,1
299108720000003328,1,79,1,1,2,2,2,1
299108720000003328,2,68,1,1,2,3,2,1
299108720000003328,2,32,1,5,2,5,2,1
299108720000003328,2,24,1,5,2,5,2,1
299108720000004928,2,46,1,5,2,4,2,1
299108720000004928,2,38,1,5,2,4,2,1
299108720000004928,2,25,1,5,1,5,2,1
299108720000004928,1,19,1,5,2,4,2,1
299108720000004928,2,17,1,5,2,4,2,1
299108720000004928,1,12,1,5,NA,2,2,1
299108720000004928,1,3,1,5,NA,1,2,1
299108720000009728,1,39,1,5,2,5,2,1
299108720000009728,2,56,1,5,2,6,2,1
299108720000009728,1,37,1,5,2,5,2,1
299108720000009728,2,32,1,5,2,4,2,1
299108720000009728,2,28,1,5,2,4,2,1
299108940000001920,1,60,1,1,2,5,2,1
299108940000001920,2,60,1,1,2,6,2,1
299108940000001920,1,23,1,5,2,5,2,1
299108940000001920,1,21,1,5,2,5,2,1
299108940000005888,1,76,1,3,2,4,2,1
299108940000005888,2,44,1,5,2,4,2,1
299108940000005888,1,15,1,5,2,2,2,1
299108940000007872,1,90,1,1,2,5,2,1
299108940000007872,2,71,1,1,2,6,2,1
299108940000007872,2,41,1,5,2,5,2,1
299108940000009920,1,60,1,1,2,2,2,1
299108940000009920,2,56,1,1,1,2,2,1
299108940000009920,2,40,1,5,1,5,2,1
299108940000009920,2,32,1,5,2,4,2,1
299108940000009920,1,20,1,5,2,4,2,1
299108940000009920,2,17,1,5,2,4,2,1
299108940000009920,2,17,1,5,2,4,2,1
299108940000009920,2,16,1,5,2,3,2,1
299108940000011904,2,59,1,4,1,4,2,1
299108940000011904,1,63,1,5,2,4,2,1
299108940000011904,2,30,1,5,2,5,2,1
299108940000011904,2,29,1,5,2,5,2,1
299108940000011904,2,26,1,5,2,5,2,1
299108940000013888,2,53,1,5,2,4,2,1
299108940000013888,1,46,1,5,2,4,2,1
299108940000013888,1,32,1,5,2,5,2,1
299108940000013888,2,30,1,5,2,5,2,1
299108940000013888,2,14,1,5,NA,4,2,1
299108940000013888,2,9,1,5,NA,2,2,1
299109350000001280,2,50,1,5,1,4,2,1
299109350000001280,1,30,1,5,2,4,2,1
299109350000001280,2,27,1,5,2,4,2,1
299109350000001280,1,7,1,5,NA,2,2,1
299109350000005696,2,86,1,3,2,3,2,1
299109350000005696,2,49,1,5,2,6,2,1
299109350000007872,2,41,1,5,1,4,2,1
299109350000007872,2,36,1,5,2,4,2,1
299109350000007872,2,21,1,5,2,4,2,1
299109350000007872,1,18,1,5,2,4,2,1
299109350000007872,1,13,1,5,NA,2,2,1
299109350000014528,1,39,1,5,1,5,2,1
299109350000014528,2,41,1,5,2,5,2,1
299109350000014528,2,14,1,5,NA,4,2,1
299109350000014528,1,8,1,5,NA,2,2,1
299109460000007680,2,45,1,5,2,4,2,1
299109460000007680,1,23,1,5,1,4,2,1
299109460000009792,1,34,1,5,1,4,2,1
299109460000014016,2,61,1,4,1,4,2,1
299109460000014016,2,52,1,5,1,4,2,1
299109460000014016,2,39,1,5,1,5,2,1
299109460000014016,2,28,1,5,2,5,2,1
299109460000016128,2,51,1,5,2,5,2,1
299109460000016128,2,30,1,5,2,5,2,1
299109630000001600,1,46,1,5,2,4,2,1
299109630000001600,1,39,1,5,2,4,2,1
299109630000001600,1,17,1,5,2,4,2,1
299109630000004032,1,34,1,5,2,5,2,1
299109630000008832,2,52,1,3,2,4,2,1
299109630000016000,1,46,1,5,2,4,2,1
299109630000016000,1,39,1,5,2,4,2,1
299109630000016000,1,17,1,5,2,4,2,1
299110030000001792,2,62,1,5,2,4,2,1
299110030000001792,2,40,1,5,2,4,2,1
299110030000001792,2,36,1,5,1,4,2,1
299110030000001792,2,23,1,5,1,4,2,1
299110030000001792,1,13,1,5,NA,3,2,1
299110030000001792,2,8,1,5,NA,2,2,1
299110030000001792,1,6,1,5,NA,1,2,1
299110030000003904,2,75,1,3,2,2,2,1
299110030000003904,2,41,1,5,1,5,2,1
299110030000003904,1,15,1,5,2,4,2,1
299110030000008128,2,53,1,5,1,4,2,1
299110030000008128,2,24,1,5,2,4,2,1
299110030000008128,2,14,1,5,NA,2,2,1
299110030000008128,1,10,1,5,NA,2,2,1
299110030000008128,2,4,1,5,NA,1,2,1
299110030000008128,2,2,1,5,NA,1,2,1
